loan_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,loan_status,purpose,dti,delinq_2yrs,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,recoveries,collection_recovery_fee
9700,36,0.0756,302,A,A3,10+ years,OWN,55200,Not Verified,Current,debt_consolidation,35.37,0,740,744,3,79,0,0
25000,36,0.08189999,785.61,A,A4,2 years,OWN,106000,Not Verified,Current,credit_card,14.53,0,715,719,1,-1,0,0
10025,60,0.1899,260,D,D3,6 years,MORTGAGE,45000,Source Verified,Charged Off,home_improvement,10.43,0,660,664,2,29,1110.52,199.8936
12800,36,0.1524,445.23,C,C2,5 years,MORTGAGE,85000,Verified,Current,debt_consolidation,16.52,0,695,699,1,57,0,0
34625,60,0.2299,975.9,F,F1,2 years,RENT,69360,Verified,Fully Paid,debt_consolidation,31.89,0,660,664,0,-1,0,0
4800,36,0.1171,158.77,B,B3,2 years,RENT,32000,Source Verified,Current,debt_consolidation,19.43,0,725,729,0,-1,0,0
7600,36,0.0917,242.28,B,B2,3 years,RENT,35000,Source Verified,Fully Paid,debt_consolidation,20.16,0,685,689,1,38,0,0
13250,60,0.245,385.04,F,F3,< 1 year,RENT,38000,Verified,Fully Paid,debt_consolidation,26.91,0,665,669,3,39,0,0
12000,36,0.1153,395.89,B,B5,< 1 year,RENT,70000,Source Verified,Fully Paid,credit_card,9.59,0,680,684,1,-1,0,0
4800,36,0.079,150.2,A,A4,10+ years,OWN,62400,Source Verified,Fully Paid,car,22.85,0,745,749,0,-1,0,0
7000,36,0.070199996,216.21,A,A2,5 years,MORTGAGE,180000,Not Verified,Current,debt_consolidation,5.62,1,705,709,0,11,0,0
10000,36,0.066700004,307.27,A,A2,10+ years,MORTGAGE,70000,Not Verified,Fully Paid,major_purchase,20.04,0,710,714,0,28,0,0
30300,36,0.17860001,1093.3,D,D5,4 years,MORTGAGE,99000,Verified,Charged Off,debt_consolidation,11.43,0,680,684,0,-1,2055,369.9
24000,60,0.1446,564.18,C,C4,10+ years,OWN,120000,Verified,Fully Paid,credit_card,21.27,1,670,674,0,3,0,0
30000,60,0.1602,729.87,C,C5,4 years,MORTGAGE,120000,Source Verified,Current,debt_consolidation,11.45,0,685,689,0,35,0,0
22000,36,0.1019,711.85,A,A4,8 years,MORTGAGE,70000,Source Verified,Current,debt_consolidation,37.08,0,795,799,0,-1,0,0
6000,36,0.1299,202.14,C,C2,9 years,RENT,34000,Source Verified,Charged Off,debt_consolidation,26.16,0,670,674,4,80,271.37,48.8466
24000,60,0.17469999,602.55,D,D1,10+ years,MORTGAGE,53000,Verified,Current,small_business,38.61,0,720,724,2,33,0,0
11500,36,0.158,403.18,C,C3,9 years,MORTGAGE,60000,Not Verified,Fully Paid,home_improvement,16.86,0,705,709,2,-1,0,0
13200,36,0.1333,446.87,C,C3,8 years,RENT,30000,Source Verified,Fully Paid,debt_consolidation,19.76,0,685,689,0,-1,0,0
40000,36,0.18620001,1458.57,D,D1,10+ years,RENT,160000,Source Verified,Current,credit_card,46.22,0,725,729,0,-1,0,0
25000,60,0.1308,569.86,B,B5,10+ years,MORTGAGE,105000,Not Verified,Current,debt_consolidation,11.02,0,720,724,3,-1,0,0
30000,36,0.094399996,960.15,B,B1,5 years,OWN,92000,Verified,Fully Paid,debt_consolidation,6.99,1,725,729,1,23,0,0
4000,36,0.12979999,134.74,B,B5,,MORTGAGE,101000,Not Verified,Current,debt_consolidation,7.91,0,670,674,0,38,0,0
21600,60,0.1274,488.6,C,C1,10+ years,MORTGAGE,95000,Not Verified,Fully Paid,credit_card,26.96,0,680,684,0,35,0,0
3000,36,0.1699,106.95,D,D3,8 years,MORTGAGE,57000,Not Verified,Fully Paid,other,16.04,0,660,664,1,69,0,0
28000,36,0.2274,1080.09,E,E1,4 years,MORTGAGE,110000,Verified,Fully Paid,debt_consolidation,22.13,0,695,699,0,-1,0,0
12000,60,0.18059999,305.12,D,D2,6 years,OWN,130000,Source Verified,Fully Paid,debt_consolidation,20.38,0,695,699,0,108,0,0
19800,60,0.1659,487.73,D,D2,6 years,MORTGAGE,75000,Not Verified,Fully Paid,debt_consolidation,8.66,0,670,674,0,59,0,0
35000,36,0.1408,1197.58,C,C3,5 years,OWN,89000,Not Verified,Fully Paid,credit_card,25.61,0,675,679,2,-1,0,0
15000,36,0.104899995,487.47,B,B3,2 years,MORTGAGE,103558.7,Source Verified,Fully Paid,home_improvement,19.21,1,670,674,0,8,0,0
28000,60,0.1047,601.42,B,B2,5 years,MORTGAGE,94000,Verified,Current,credit_card,10.43,0,750,754,0,-1,0,0
10000,36,0.1699,356.48,D,D1,,MORTGAGE,56000,Verified,Charged Off,debt_consolidation,32.34,0,665,669,2,27,0,0
1800,36,0.0846,56.79,A,A5,4 years,OWN,32000,Source Verified,Fully Paid,credit_card,9.38,0,720,724,0,-1,0,0
35000,60,0.124,785.65,B,B4,10+ years,MORTGAGE,60000,Verified,Fully Paid,credit_card,46.32,0,745,749,0,-1,0,0
10000,36,0.066700004,307.27,A,A2,< 1 year,RENT,60000,Not Verified,Current,credit_card,35.34,0,715,719,2,-1,0,0
12000,36,0.1499,415.93,C,C5,3 years,RENT,55000,Source Verified,Fully Paid,credit_card,16.31,0,660,664,0,-1,0,0
10000,36,0.0859,316.1,A,A5,1 year,MORTGAGE,58500,Verified,Fully Paid,debt_consolidation,11.94,0,690,694,0,50,0,0
31000,60,0.2869,978.16,F,F1,9 years,RENT,74992,Source Verified,Charged Off,major_purchase,12.79,1,665,669,1,2,4194.9,377.541
30000,36,0.1099,982.02,B,B4,6 years,OWN,107000,Verified,Fully Paid,credit_card,11.09,0,660,664,2,27,0,0
15500,36,0.1099,507.38,B,B2,10+ years,RENT,43000,Not Verified,Fully Paid,credit_card,18,0,690,694,0,31,0,0
35000,36,0.1308,1180.64,B,B5,10+ years,MORTGAGE,130000,Not Verified,Current,credit_card,23.16,0,665,669,0,57,0,0
1925,36,0.1899,70.56,D,D3,10+ years,MORTGAGE,75000,Source Verified,Fully Paid,debt_consolidation,33.9,0,670,674,0,-1,0,0
14400,36,0.0917,459.06,B,B2,3 years,MORTGAGE,72000,Source Verified,Fully Paid,debt_consolidation,18.9,0,690,694,2,35,0,0
11000,36,0.0796,344.5,A,A5,10+ years,RENT,100000,Not Verified,Charged Off,credit_card,41.02,0,700,704,0,77,576,103.68
15000,60,0.1942,392.59,D,D3,1 year,RENT,60000,Not Verified,Current,debt_consolidation,14.82,0,705,709,1,-1,0,0
11000,36,0.0735,341.42,A,A4,3 years,MORTGAGE,32000,Verified,Fully Paid,credit_card,0.94,3,745,749,0,8,0,0
40000,36,0.1356,1358.58,C,C1,9 years,RENT,350000,Source Verified,Current,debt_consolidation,7.44,1,715,719,1,3,0,0
10000,36,0.0846,315.5,A,A5,,OWN,37100,Not Verified,Current,debt_consolidation,24.33,0,710,714,0,40,0,0
15000,36,0.0734,465.5,A,A4,2 years,RENT,48500,Not Verified,Current,debt_consolidation,13.51,0,740,744,0,-1,0,0
9000,36,0.08189999,282.82,A,A4,< 1 year,OWN,60000,Not Verified,Current,debt_consolidation,14.35,0,710,714,0,-1,0,0
6000,36,0.1903,220.03,D,D3,7 years,MORTGAGE,88000,Not Verified,Fully Paid,other,30.07,0,670,674,0,-1,0,0
26600,60,0.2727,816.54,E,E5,10+ years,RENT,35000,Source Verified,Charged Off,debt_consolidation,55.25,0,705,709,0,-1,3778.32,680.0976
7000,36,0.0799,219.33,A,A5,8 years,MORTGAGE,60000,Not Verified,Fully Paid,debt_consolidation,10.46,1,670,674,0,16,0,0
12000,36,0.16139999,422.72,C,C4,< 1 year,MORTGAGE,75000,Source Verified,Current,credit_card,16.35,0,695,699,0,-1,0,0
12000,36,0.1102,392.98,B,B2,3 years,MORTGAGE,38000,Source Verified,Current,debt_consolidation,13.41,0,710,714,1,24,0,0
10000,36,0.069699995,308.64,A,A2,10+ years,MORTGAGE,150000,Not Verified,Fully Paid,debt_consolidation,3.1,0,720,724,2,49,0,0
18000,36,0.0846,567.89,A,A1,5 years,MORTGAGE,73999,Not Verified,Current,debt_consolidation,18.8,0,710,714,0,-1,0,0
10400,36,0.0721,322.13,A,A3,10+ years,MORTGAGE,103000,Not Verified,Fully Paid,other,36.37,0,780,784,0,-1,0,0
19000,36,0.1999,706.02,E,E1,10+ years,MORTGAGE,140000,Verified,Fully Paid,credit_card,11.37,0,685,689,1,-1,0,0
26000,36,0.16139999,915.89,C,C4,2 years,MORTGAGE,103000,Not Verified,Current,credit_card,13.98,0,665,669,0,25,0,0
25000,60,0.1449,588.08,C,C4,9 years,MORTGAGE,83000,Not Verified,Current,debt_consolidation,11.9,0,720,724,0,-1,0,0
9225,36,0.1446,317.36,C,C4,3 years,OWN,23098,Verified,Fully Paid,debt_consolidation,23.18,0,660,664,1,-1,0,0
12000,60,0.119899996,266.88,B,B5,2 years,MORTGAGE,39500,Not Verified,Current,credit_card,12.34,0,685,689,0,62,0,0
30000,36,0.1774,1080.67,C,C5,< 1 year,RENT,50000,Not Verified,Current,debt_consolidation,8.07,0,670,674,1,-1,0,0
10000,36,0.0949,320.29,B,B2,,MORTGAGE,35000,Verified,Fully Paid,debt_consolidation,27.33,0,715,719,1,-1,0,0
15000,36,0.0646,459.47,A,A1,10+ years,RENT,125000,Source Verified,Current,credit_card,28.16,0,710,714,0,-1,0,0
9000,36,0.070199996,277.98,A,A2,3 years,MORTGAGE,99900,Not Verified,Fully Paid,debt_consolidation,12.36,0,705,709,0,-1,0,0
10000,36,0.1259,334.97,C,C2,,MORTGAGE,35500,Verified,Fully Paid,credit_card,30.16,0,695,699,1,-1,0,0
20000,60,0.1308,455.89,B,B5,10+ years,MORTGAGE,49000,Not Verified,Current,debt_consolidation,21.04,1,705,709,0,14,0,0
40000,36,0.0943,1280.01,B,B1,10+ years,OWN,100000,Verified,Current,home_improvement,7.7,0,670,674,0,48,0,0
12000,36,0.1699,427.78,D,D1,3 years,RENT,40000,Source Verified,Current,debt_consolidation,32.57,0,670,674,1,-1,0,0
25000,60,0.1824,638.11,D,D5,4 years,MORTGAGE,62000,Source Verified,Charged Off,debt_consolidation,15.29,0,685,689,1,79,0,0
10000,36,0.1999,371.59,D,D4,5 years,RENT,30000,Verified,Fully Paid,other,4.4,0,685,689,1,-1,0,0
8000,36,0.1549,279.25,C,C4,8 years,RENT,25000,Source Verified,Fully Paid,credit_card,8.21,0,715,719,0,-1,0,0
9000,36,0.097600006,289.4,B,B3,10+ years,MORTGAGE,150000,Source Verified,Fully Paid,other,7.87,0,675,679,0,29,0,0
10000,36,0.1299,336.9,B,B5,10+ years,RENT,32000,Not Verified,Fully Paid,debt_consolidation,23.38,1,665,669,1,9,0,0
40000,60,0.104899995,859.56,B,B3,8 years,MORTGAGE,96000,Verified,Fully Paid,debt_consolidation,12.81,0,805,809,1,-1,0,0
2000,36,0.16290002,70.61,D,D1,10+ years,RENT,21000,Source Verified,Charged Off,medical,24.34,0,665,669,1,-1,85.89,15.4602
2400,36,0.1999,89.19,E,E1,,RENT,30000,Verified,Charged Off,vacation,27.56,0,705,709,0,-1,229.29,41.2722
8625,36,0.0999,278.27,B,B3,,OWN,20567,Verified,Charged Off,debt_consolidation,8.29,0,710,714,0,59,0,0
12500,36,0.10560001,406.64,B,B3,6 years,RENT,59139,Source Verified,Current,debt_consolidation,27.33,0,715,719,0,-1,0,0
11500,60,0.099300005,243.95,B,B2,< 1 year,OWN,32300,Not Verified,Fully Paid,debt_consolidation,12.48,0,790,794,0,-1,0,0
20000,36,0.0797,626.46,A,A5,,MORTGAGE,85000,Not Verified,Current,credit_card,28.63,2,735,739,1,19,0,0
5000,36,0.114700004,164.81,B,B5,2 years,RENT,60000,Source Verified,Fully Paid,credit_card,9.74,0,675,679,0,65,0,0
20000,36,0.088999994,635.07,A,A5,10+ years,MORTGAGE,65000,Verified,Fully Paid,wedding,11.61,0,735,739,3,-1,0,0
23000,36,0.053200003,692.64,A,A1,3 years,RENT,99000,Not Verified,Fully Paid,credit_card,8.64,1,695,699,1,13,0,0
18000,60,0.16950001,446.87,C,C4,4 years,MORTGAGE,620000,Source Verified,Current,debt_consolidation,3.31,0,705,709,3,-1,0,0
7500,36,0.1015,242.54,B,B2,5 years,RENT,33000,Not Verified,Charged Off,credit_card,13.6,0,695,699,0,40,2210.45,402.5682
27000,60,0.1171,596.66,B,B3,7 years,MORTGAGE,71000,Not Verified,Fully Paid,debt_consolidation,28.97,1,710,714,0,19,0,0
5000,36,0.0975,160.75,B,B3,7 years,RENT,30000,Source Verified,Fully Paid,credit_card,27.76,0,670,674,0,-1,0,0
35000,60,0.1447,822.95,C,C2,2 years,RENT,94000,Source Verified,Current,credit_card,17.41,0,715,719,2,-1,0,0
2425,36,0.2631,98.11,E,E4,,RENT,10000,Source Verified,Current,debt_consolidation,3,0,695,699,1,-1,0,0
12000,36,0.08180001,377.04,B,B1,10+ years,RENT,70000,Not Verified,Fully Paid,credit_card,14.3,0,670,674,1,-1,0,0
21175,36,0.14649999,730.42,C,C5,10+ years,RENT,90888,Verified,Fully Paid,debt_consolidation,20.56,0,695,699,2,-1,0,0
20000,36,0.0646,612.62,A,A1,10+ years,OWN,66000,Not Verified,Current,credit_card,23.38,0,750,754,0,-1,0,0
9000,60,0.1308,205.15,B,B5,< 1 year,RENT,65000,Not Verified,Current,debt_consolidation,4.38,0,690,694,0,-1,0,0
10750,36,0.1505,372.92,C,C4,10+ years,MORTGAGE,45000,Not Verified,Current,debt_consolidation,15.01,0,685,689,0,-1,0,0
20000,36,0.1274,671.38,C,C1,7 years,MORTGAGE,119000,Not Verified,Fully Paid,debt_consolidation,28.1,0,680,684,0,38,0,0
9000,36,0.1408,307.95,C,C3,3 years,RENT,40000,Source Verified,Fully Paid,debt_consolidation,14.4,0,700,704,1,-1,0,0
10000,60,0.1308,227.95,B,B5,2 years,MORTGAGE,51080,Not Verified,Current,small_business,23.64,0,690,694,0,-1,0,0
6000,36,0.1033,194.54,B,B1,< 1 year,OWN,28500,Not Verified,Current,debt_consolidation,14.74,0,740,744,1,-1,0,0
6000,36,0.08189999,188.55,A,A4,10+ years,RENT,20000,Source Verified,Current,debt_consolidation,12.85,0,715,719,0,-1,0,0
6000,36,0.1499,207.97,C,C4,1 year,RENT,38000,Verified,Fully Paid,other,50.27,0,690,694,0,-1,0,0
35000,60,0.1047,751.77,B,B2,10+ years,MORTGAGE,121400,Verified,Current,debt_consolidation,7.15,2,665,669,0,6,0,0
28000,36,0.083900005,882.47,B,B1,10+ years,MORTGAGE,250000,Verified,Charged Off,debt_consolidation,24.58,0,700,704,2,-1,2244.21,403.9578
3600,36,0.1774,129.68,C,C5,9 years,RENT,40000,Source Verified,Fully Paid,debt_consolidation,27.51,0,665,669,1,66,0,0
10000,36,0.1167,330.57,B,B4,10+ years,RENT,55000,Not Verified,Fully Paid,debt_consolidation,6.72,0,720,724,1,79,0,0
8875,36,0.1409,303.72,B,B5,4 years,OWN,25872,Verified,Fully Paid,debt_consolidation,30.52,0,695,699,0,31,0,0
7000,36,0.069699995,216.05,A,A3,6 years,MORTGAGE,38000,Not Verified,Fully Paid,credit_card,15.67,0,700,704,0,77,0,0
10000,36,0.1942,368.69,D,D3,4 years,MORTGAGE,70000,Verified,Current,debt_consolidation,24.6,0,670,674,0,56,0,0
19850,36,0.1333,671.99,C,C3,10+ years,MORTGAGE,76000,Source Verified,Fully Paid,debt_consolidation,25.8,2,665,669,0,3,0,0
19000,60,0.1504,452.41,C,C4,7 years,MORTGAGE,67000,Source Verified,Fully Paid,credit_card,37.35,0,695,699,1,-1,0,0
10000,36,0.0726,309.97,A,A4,10+ years,MORTGAGE,80000,Not Verified,Fully Paid,debt_consolidation,15.98,0,720,724,0,-1,0,0
18000,36,0.119899996,597.78,B,B5,< 1 year,MORTGAGE,225000,Source Verified,Fully Paid,credit_card,11.88,4,700,704,1,8,0,0
5000,36,0.15609999,174.83,D,D1,7 years,MORTGAGE,112000,Verified,Fully Paid,debt_consolidation,17.93,0,660,664,4,57,0,0
40000,36,0.1033,1296.9,B,B1,10+ years,OWN,90000,Source Verified,Current,debt_consolidation,36.71,1,725,729,0,18,0,0
26400,60,0.107200004,570.33,B,B2,2 years,MORTGAGE,70300,Not Verified,Current,medical,4.4,0,710,714,1,-1,0,0
30000,36,0.15609999,1048.95,D,D1,< 1 year,RENT,170000,Verified,Charged Off,debt_consolidation,17.58,0,695,699,5,-1,1493.63,268.8534
32000,60,0.113900006,702,B,B3,4 years,MORTGAGE,98000,Verified,Fully Paid,debt_consolidation,7.03,0,715,719,0,57,0,0
15000,36,0.119899996,498.15,B,B3,10+ years,RENT,40129,Source Verified,Charged Off,credit_card,15.85,0,695,699,0,-1,590.86,106.3548
32200,60,0.1903,835.82,D,D3,10+ years,MORTGAGE,70000,Source Verified,Fully Paid,debt_consolidation,14.61,0,685,689,0,71,0,0
5500,36,0.139,187.71,C,C1,3 years,RENT,50000,Source Verified,Current,credit_card,19.95,0,665,669,0,37,0,0
7000,36,0.104899995,227.49,B,B2,10+ years,RENT,89000,Source Verified,Fully Paid,debt_consolidation,15.36,1,700,704,0,8,0,0
14000,36,0.0999,451.68,B,B3,3 years,OWN,75000,Not Verified,Fully Paid,credit_card,22.33,0,660,664,0,-1,0,0
30000,60,0.1047,644.38,B,B2,7 years,MORTGAGE,75000,Source Verified,Current,credit_card,15.42,0,745,749,0,-1,0,0
26000,60,0.1356,599.06,C,C1,10+ years,OWN,78000,Source Verified,Current,debt_consolidation,12.06,0,690,694,2,-1,0,0
10000,36,0.17969999,361.38,D,D1,5 years,MORTGAGE,45000,Not Verified,Charged Off,home_improvement,28.21,1,670,674,1,18,1358.02,244.4436
13600,60,0.124,305.29,B,B4,10+ years,MORTGAGE,58000,Not Verified,Fully Paid,debt_consolidation,19.55,1,705,709,0,13,0,0
28000,60,0.1075,605.31,B,B4,4 years,MORTGAGE,85000,Verified,Current,credit_card,19.05,0,680,684,0,33,0,0
4800,36,0.11310001,157.86,B,B3,10+ years,RENT,39570,Not Verified,Current,debt_consolidation,21.75,0,700,704,1,-1,0,0
15600,60,0.1308,355.59,B,B5,< 1 year,RENT,65000,Source Verified,Current,credit_card,23.47,0,675,679,0,-1,0,0
10000,36,0.104899995,324.98,B,B2,,RENT,84756.92,Not Verified,Fully Paid,debt_consolidation,12.62,0,670,674,1,51,0,0
6500,36,0.14850001,224.85,C,C5,10+ years,RENT,30000,Verified,Charged Off,debt_consolidation,23.84,0,675,679,1,-1,599.39,107.8902
12000,60,0.1399,279.16,C,C4,2 years,RENT,75000,Source Verified,Charged Off,credit_card,16.94,0,695,699,1,-1,1285.51,12.8551
7000,36,0.1359,237.86,C,C2,10+ years,MORTGAGE,65000,Not Verified,Fully Paid,small_business,26.7,0,700,704,1,-1,0,0
16500,36,0.1505,572.39,C,C4,< 1 year,RENT,115000,Not Verified,Charged Off,other,10.61,0,690,694,1,-1,2114.88,380.6784
15600,36,0.1356,529.85,C,C1,3 years,RENT,73400,Not Verified,Current,credit_card,39.85,0,710,714,0,-1,0,0
2500,36,0.1008,80.77,B,B1,1 year,MORTGAGE,43000,Source Verified,Current,home_improvement,24.53,0,675,679,0,-1,0,0
5000,36,0.16399999,176.78,C,C4,< 1 year,RENT,18200,Verified,Fully Paid,debt_consolidation,3.83,0,740,744,0,-1,0,0
12550,36,0.0646,384.42,A,A1,< 1 year,RENT,85000,Not Verified,Current,debt_consolidation,10.84,0,745,749,0,-1,0,0
10000,36,0.1311,337.47,B,B4,9 years,OWN,61000,Not Verified,Fully Paid,debt_consolidation,9.03,0,675,679,0,-1,0,0
16000,60,0.1249,359.89,B,B5,2 years,MORTGAGE,103000,Verified,Fully Paid,credit_card,24.55,0,700,704,0,28,0,0
25450,36,0.1522,884.98,C,C3,4 years,RENT,74000,Verified,Fully Paid,debt_consolidation,20.95,0,670,674,0,43,0,0
6000,36,0.1899,219.91,E,E1,10+ years,OWN,45000,Not Verified,Fully Paid,home_improvement,21.84,2,660,664,0,15,0,0
7000,36,0.088999994,222.28,A,A5,1 year,RENT,56000,Not Verified,Fully Paid,credit_card,3.09,0,740,744,0,-1,0,0
28550,36,0.1285,959.91,B,B4,< 1 year,MORTGAGE,65000,Source Verified,Fully Paid,debt_consolidation,20.25,0,710,714,1,-1,0,0
12000,36,0.119799994,398.46,B,B5,< 1 year,RENT,36000,Not Verified,Fully Paid,credit_card,26.73,3,660,664,1,-1,0,0
5000,36,0.053200003,150.58,A,A1,4 years,MORTGAGE,33371,Source Verified,Fully Paid,major_purchase,16.76,0,760,764,0,44,0,0
35000,36,0.061100002,1066.52,A,A1,< 1 year,OWN,175000,Source Verified,Fully Paid,home_improvement,5.71,0,780,784,0,-1,0,0
40000,36,0.17969999,1445.5,D,D1,10+ years,MORTGAGE,70000,Source Verified,Current,credit_card,34.66,1,690,694,0,6,0,0
3000,36,0.23879999,117.51,E,E2,3 years,RENT,72000,Source Verified,Current,major_purchase,2.98,0,670,674,4,28,0,0
7650,36,0.1399,261.43,C,C3,8 years,RENT,54000,Verified,Charged Off,other,13.89,0,670,674,0,-1,0,0
3600,36,0.1498,124.76,C,C3,< 1 year,RENT,60000,Not Verified,Fully Paid,credit_card,7.54,0,670,674,1,-1,0,0
40000,60,0.1505,952.65,C,C4,8 years,MORTGAGE,285000,Source Verified,Fully Paid,credit_card,9.17,0,705,709,0,-1,0,0
30000,60,0.143,702.73,C,C1,8 years,MORTGAGE,120000,Verified,Current,debt_consolidation,26.27,1,690,694,0,20,0,0
5000,36,0.0735,155.19,A,A4,10+ years,RENT,65000,Not Verified,Fully Paid,other,21.79,0,740,744,0,-1,0,0
12950,60,0.1899,335.86,E,E1,3 years,OWN,115000,Source Verified,Charged Off,debt_consolidation,8.16,0,685,689,2,-1,1616.18,290.9124
6000,36,0.1262,201.07,C,C1,2 years,OWN,33000,Verified,Fully Paid,other,26.4,1,695,699,0,7,0,0
29450,36,0.070199996,909.6,A,A2,7 years,MORTGAGE,130000,Not Verified,Current,house,16.11,0,770,774,0,-1,0,0
14000,36,0.1942,516.17,D,D3,10+ years,RENT,30000,Not Verified,Current,debt_consolidation,26.88,0,675,679,0,-1,0,0
5750,36,0.083900005,181.23,B,B1,10+ years,MORTGAGE,57000,Not Verified,Fully Paid,debt_consolidation,7.01,0,670,674,2,-1,0,0
5200,36,0.0796,162.86,A,A5,10+ years,MORTGAGE,48000,Not Verified,Current,credit_card,14.18,0,715,719,0,-1,0,0
29350,36,0.119899996,974.7,B,B5,9 years,MORTGAGE,45000,Not Verified,Fully Paid,debt_consolidation,6.72,0,790,794,0,-1,0,0
12000,36,0.1105,393.15,B,B4,5 years,MORTGAGE,80000,Source Verified,Current,debt_consolidation,16.8,0,725,729,0,-1,0,0
32000,60,0.1144,702.8,B,B4,3 years,RENT,156000,Source Verified,Fully Paid,credit_card,12.66,0,720,724,0,-1,0,0
6500,36,0.1269,218.05,C,C2,5 years,RENT,53100,Verified,Fully Paid,debt_consolidation,31.86,0,685,689,3,-1,0,0
20000,36,0.1007,646.01,B,B2,,RENT,50000,Not Verified,Current,debt_consolidation,15.59,1,680,684,0,22,0,0
24000,36,0.1356,815.15,C,C1,4 years,RENT,50000,Source Verified,Current,debt_consolidation,20.67,0,730,734,1,62,0,0
7000,36,0.1262,234.58,C,C1,10+ years,MORTGAGE,135000,Source Verified,Current,credit_card,25.94,0,665,669,0,-1,0,0
35000,36,0.0789,1095,A,A5,10+ years,MORTGAGE,150000,Not Verified,Fully Paid,credit_card,14.35,2,705,709,0,7,0,0
6000,36,0.1602,211.01,C,C5,2 years,RENT,31500,Source Verified,Fully Paid,debt_consolidation,7.7,0,690,694,0,-1,0,0
21300,36,0.08189999,669.34,A,A4,4 years,RENT,57866,Source Verified,Current,credit_card,22.54,0,670,674,0,44,0,0
21275,60,0.2305,600.37,D,D3,10+ years,OWN,130000,Source Verified,Current,debt_consolidation,24.43,1,670,674,1,3,0,0
14000,36,0.1333,473.95,C,C3,4 years,RENT,37845,Verified,Fully Paid,credit_card,36.25,0,715,719,1,-1,0,0
5000,36,0.2581,200.95,E,E4,10+ years,MORTGAGE,83000,Source Verified,Fully Paid,debt_consolidation,24.06,0,700,704,1,-1,0,0
29000,60,0.1171,640.85,B,B3,10+ years,RENT,85000,Not Verified,Current,credit_card,23.11,0,705,709,1,-1,0,0
15000,60,0.118,332.16,B,B4,3 years,RENT,36000,Source Verified,Current,debt_consolidation,4.03,0,715,719,0,-1,0,0
24000,60,0.16549999,590.68,D,D2,7 years,RENT,110000,Source Verified,Fully Paid,debt_consolidation,9.57,4,665,669,1,13,0,0
12000,60,0.1774,303.03,C,C5,1 year,MORTGAGE,80000,Source Verified,Current,debt_consolidation,25.83,0,675,679,2,-1,0,0
12000,60,0.1446,282.09,C,C4,2 years,OWN,90000,Not Verified,Fully Paid,credit_card,24.15,0,665,669,0,-1,0,0
30000,36,0.0917,956.37,B,B1,10+ years,OWN,200000,Source Verified,Fully Paid,debt_consolidation,10.95,2,680,684,0,11,0,0
4000,36,0.2235,153.49,E,E2,< 1 year,RENT,14400,Source Verified,Fully Paid,car,35.75,2,675,679,0,14,0,0
19500,60,0.1899,505.74,D,D3,2 years,RENT,50000,Source Verified,Fully Paid,credit_card,27.75,0,705,709,0,-1,0,0
10000,36,0.0943,320.01,B,B1,,MORTGAGE,23400,Not Verified,Fully Paid,debt_consolidation,22.56,0,725,729,0,-1,0,0
10800,60,0.16290002,264.31,D,D2,2 years,MORTGAGE,64416,Source Verified,Fully Paid,debt_consolidation,3.6,0,675,679,1,27,0,0
22000,60,0.16290002,538.4,D,D2,5 years,MORTGAGE,55000,Not Verified,Charged Off,debt_consolidation,19.03,0,670,674,0,77,773.16,139.1688
24500,36,0.088999994,777.96,A,A5,8 years,RENT,99500,Verified,Fully Paid,debt_consolidation,16.7,0,730,734,0,-1,0,0
10000,36,0.1149,329.72,B,B5,10+ years,MORTGAGE,62000,Verified,Fully Paid,debt_consolidation,23.38,0,690,694,1,-1,0,0
6800,36,0.0999,219.39,B,B3,1 year,RENT,38000,Verified,Fully Paid,debt_consolidation,20.4,0,700,704,0,-1,0,0
12000,36,0.064899996,367.74,A,A2,6 years,MORTGAGE,110000,Not Verified,Fully Paid,home_improvement,21.12,0,750,754,0,-1,0,0
10400,60,0.1524,248.73,C,C2,1 year,RENT,76000,Source Verified,Current,debt_consolidation,19.41,0,715,719,1,-1,0,0
11000,36,0.066700004,338,A,A2,2 years,MORTGAGE,70000,Not Verified,Current,credit_card,19.03,1,670,674,1,20,0,0
12000,36,0.070199996,370.64,A,A2,10+ years,RENT,262924,Not Verified,Fully Paid,major_purchase,11.14,0,755,759,0,-1,0,0
17000,60,0.124,381.61,B,B4,3 years,MORTGAGE,120000,Not Verified,Current,debt_consolidation,10.67,2,675,679,0,22,0,0
19125,60,0.20549999,512.57,D,D2,2 years,RENT,120000,Source Verified,Current,major_purchase,31.73,0,705,709,0,-1,0,0
40000,36,0.1105,1310.5,B,B4,10+ years,OWN,98000,Verified,Current,home_improvement,6.86,2,675,679,0,21,0,0
2100,60,0.111099996,45.78,B,B5,6 years,OWN,48000,Verified,Fully Paid,vacation,27.68,0,720,724,1,-1,0,0
8000,36,0.0797,250.59,A,A5,5 years,RENT,48000,Not Verified,Current,other,2.9,0,755,759,0,-1,0,0
13875,60,0.1825,354.23,D,D3,9 years,MORTGAGE,45000,Source Verified,Fully Paid,debt_consolidation,24.64,0,670,674,0,-1,0,0
14000,36,0.119899996,464.94,C,C1,5 years,MORTGAGE,130000,Verified,Fully Paid,debt_consolidation,21.62,4,695,699,1,17,0,0
10000,36,0.1033,324.23,B,B1,4 years,OWN,40000,Not Verified,Current,credit_card,6.33,1,675,679,1,8,0,0
